id,name,surname,adress,birthDate,phoneNumber,sex
813,Zhanna,Nesterenko,Dnipro,2009-08-21 00:00:00,380051918273,f
814,Vitalii,Balanenko,Rivne,2011-03-04 00:00:00,380767750979,m
815,Mariia,Danylenko,Kyiv,2011-04-17 00:00:00,380211568941,f
816,Pavlo,Usenko,Odesa,2014-05-08 00:00:00,380135852383,m
817,Zhanna,Romanchuko,Lviv,2012-05-10 00:00:00,380400194549,f
818,Fedir,Antonenko,Sambir,2013-04-21 00:00:00,380340474872,m
819,Svitlana,Ivanchenko,Sambir,2016-02-25 00:00:00,380121612215,f
820,Ivan,Antonenko,Lviv,2013-09-23 00:00:00,380129264317,m
821,Daryna,Bilenko,Kyiv,2010-12-25 00:00:00,380190723786,f
822,Ivan,Yevdokymenko,Dnipro,2013-04-04 00:00:00,380840984795,m
823,Kateryna,Bilenko,Kyiv,2011-11-23 00:00:00,380097158221,f
824,Andrii,Fedorenko,Rivne,2009-01-08 00:00:00,380207282127,m
825,Veronika,Pavlenko,Rivne,2007-04-27 00:00:00,380428323283,f
826,Pavlo,Lysenko,Rivne,2008-02-08 00:00:00,380138546387,m
827,Halyna,Lysenko,Kyiv,2009-06-11 00:00:00,380224322602,f
828,Roman,Lysenko,Rivne,2013-03-14 00:00:00,380422470500,m
829,Mariia,Melko,Kyiv,2016-02-17 00:00:00,380163607859,f
830,Pavlo,Balanenko,Kyiv,2016-08-15 00:00:00,380907933186,m
831,Kateryna,Balanenko,Rivne,2009-09-03 00:00:00,380734643474,f
832,Andrii,Hrytsenko,Odesa,2015-08-27 00:00:00,380296597180,m
833,Nataliia,Oleksiyenko,Frankivsk,2013-07-19 00:00:00,380103723543,f
834,Roman,Yevdokymenko,Sambir,2011-08-09 00:00:00,380311430165,m
835,Kateryna,Sydorenko,Lviv,2013-02-17 00:00:00,380724608103,f
836,Ivan,Kovalenko,Sambir,2009-09-24 00:00:00,380799122142,m
837,Nataliia,Kovalko,Frankivsk,2009-03-29 00:00:00,380859387007,f
838,Vitalii,Sydorenko,Sambir,2013-05-06 00:00:00,380340952510,m
839,Halyna,Danylenko,Frankivsk,2015-01-30 00:00:00,380611445797,f
840,Bohdan,Fedorenko,Frankivsk,2014-12-04 00:00:00,380607354795,m
841,Mariia,Fedorenko,Odesa,2015-09-21 00:00:00,380653186932,f
842,Pavlo,Romanchuko,Lviv,2013-02-22 00:00:00,380915620496,m
843,Veronika,Usenko,Frankivsk,2008-12-24 00:00:00,380292947850,f
844,Oleh,Pavlenko,Dnipro,2016-04-02 00:00:00,380235934266,m
845,Kateryna,Ivanchenko,Strii,2009-05-06 00:00:00,380568269363,f
846,Oleh,Usenko,Sambir,2011-12-24 00:00:00,380862171121,m
847,Mariia,Tkachenko,Strii,2010-03-08 00:00:00,380226452296,f
848,Roman,Oleksiyenko,Strii,2009-08-14 00:00:00,380813453461,m
849,Kateryna,Yevdokymenko,Sambir,2008-11-20 00:00:00,380517643473,f
850,Roman,Bilenko,Odesa,2010-12-22 00:00:00,380887125951,m
851,Halyna,Usenko,Kyiv,2010-05-07 00:00:00,380199667568,f
852,Vitalii,Nesterenko,Lviv,2008-02-08 00:00:00,380630102174,m
853,Larysa,Kovalenko,Strii,2013-05-09 00:00:00,380282784307,f
854,Roman,Romanchuko,Lviv,2007-01-12 00:00:00,380391619218,m
855,Mariia,Vasylchenko,Odesa,2016-03-30 00:00:00,380338466626,f
856,Yevhen,Melko,Lviv,2016-07-26 00:00:00,380845586787,m
857,Nataliia,Kovalko,Odesa,2007-01-23 00:00:00,380284501889,f
858,Andrii,Fedorenko,Odesa,2009-11-15 00:00:00,380403065546,m
859,Kateryna,Nesterenko,Rivne,2007-07-20 00:00:00,380528400701,f
860,Fedir,Tkachenko,Lviv,2016-04-27 00:00:00,380941482465,m
861,Larysa,Nesterenko,Dnipro,2008-08-26 00:00:00,380005294052,f
862,Andrii,Danylenko,Sambir,2015-05-29 00:00:00,380434490787,m
863,Mariia,Sydorenko,Rivne,2015-11-03 00:00:00,380949282605,f
864,Ivan,Oleksiyenko,Dnipro,2007-04-18 00:00:00,380985086592,m
865,Veronika,Pavlenko,Rivne,2015-07-19 00:00:00,380283427544,f
866,Ivan,Ivanchenko,Sambir,2010-04-15 00:00:00,380828574476,m
867,Halyna,Lysenko,Kyiv,2014-12-11 00:00:00,380496441763,f
868,Oleh,Balanenko,Sambir,2009-02-17 00:00:00,380763441641,m
869,Svitlana,Yevdokymenko,Lviv,2007-03-18 00:00:00,380249123326,f
870,Bohdan,Oleksiyenko,Kyiv,2007-10-19 00:00:00,380475459412,m
871,Zhanna,Yevdokymenko,Sambir,2014-10-14 00:00:00,380006536735,f
872,Pavlo,Melko,Strii,2015-07-11 00:00:00,380830090448,m
873,Nataliia,Kovalenko,Sambir,2012-12-30 00:00:00,380674993349,f
874,Roman,Oleksiyenko,Rivne,2014-08-07 00:00:00,380843559197,m
875,Zhanna,Oleksiyenko,Sambir,2013-03-22 00:00:00,380134858040,f
876,Oleh,Tkachenko,Sambir,2012-10-11 00:00:00,380099954513,m
877,Daryna,Fedorenko,Strii,2013-11-10 00:00:00,380335539594,f
878,Bohdan,Bilenko,Lviv,2015-09-09 00:00:00,380947279819,m
879,Mariia,Balanenko,Frankivsk,2016-02-26 00:00:00,380844872327,f
880,Roman,Fedorenko,Dnipro,2012-06-01 00:00:00,380432297075,m
881,Kateryna,Yevdokymenko,Dnipro,2010-11-12 00:00:00,380940005647,f
882,Pavlo,Hrytsenko,Strii,2014-08-24 00:00:00,380641200555,m
883,Veronika,Bilenko,Rivne,2016-06-24 00:00:00,380798904823,f
884,Pavlo,Ivanchenko,Lviv,2007-08-24 00:00:00,380622531897,m
885,Veronika,Melko,Rivne,2016-11-21 00:00:00,380843282082,f
886,Andrii,Pavlenko,Strii,2013-04-01 00:00:00,380746346333,m
887,Kateryna,Oleksiyenko,Dnipro,2008-01-18 00:00:00,380830702834,f
888,Ivan,Danylenko,Frankivsk,2010-09-10 00:00:00,380096918969,m
889,Svitlana,Danylenko,Frankivsk,2013-08-17 00:00:00,380183215277,f
890,Fedir,Ivanchenko,Sambir,2016-03-09 00:00:00,380520026895,m
891,Halyna,Sydorenko,Rivne,2015-09-22 00:00:00,380151267929,f
892,Bohdan,Romanchuko,Frankivsk,2015-06-25 00:00:00,380841448371,m
893,Daryna,Kovalko,Frankivsk,2015-10-15 00:00:00,380808066838,f
894,Andrii,Lysenko,Kyiv,2013-03-29 00:00:00,380726150681,m
895,Larysa,Antonenko,Rivne,2009-01-27 00:00:00,380068163797,f
896,Ivan,Ivanchenko,Frankivsk,2012-02-29 00:00:00,380116101538,m
897,Zhanna,Fedorenko,Kyiv,2015-08-08 00:00:00,380780380358,f
898,Pavlo,Sydorenko,Frankivsk,2016-03-02 00:00:00,380003021567,m
899,Zhanna,Lysenko,Lviv,2009-12-14 00:00:00,380605979913,f
900,Bohdan,Ivanchenko,Dnipro,2010-11-19 00:00:00,380353448412,m
901,Larysa,Pavlenko,Sambir,2016-11-08 00:00:00,380282926805,f
902,Andrii,Sydorenko,Sambir,2013-05-10 00:00:00,380598706235,m
903,Kateryna,Hrytsenko,Strii,2016-04-22 00:00:00,380743009666,f
904,Ivan,Vasylchenko,Kyiv,2009-05-19 00:00:00,380457225183,m
905,Zhanna,Tkachenko,Odesa,2016-01-10 00:00:00,380757564956,f
906,Vitalii,Kovalko,Odesa,2016-03-22 00:00:00,380201129948,m
907,Svitlana,Yevdokymenko,Strii,2011-06-24 00:00:00,380901082431,f
908,Vitalii,Oleksiyenko,Rivne,2007-02-10 00:00:00,380974056071,m
909,Zhanna,Bilenko,Lviv,2015-08-18 00:00:00,380979770292,f
910,Yevhen,Oleksiyenko,Kyiv,2011-09-09 00:00:00,380371548614,m
911,Halyna,Lysenko,Frankivsk,2012-01-28 00:00:00,380881899011,f
912,Vitalii,Oleksiyenko,Dnipro,2010-02-14 00:00:00,380051626667,m
913,Kateryna,Oleksiyenko,Rivne,2014-02-14 00:00:00,380950804148,f
914,Roman,Nesterenko,Frankivsk,2010-07-25 00:00:00,380436654376,m
915,Veronika,Tkachenko,Strii,2009-05-10 00:00:00,380846920799,f
916,Roman,Pavlenko,Lviv,2016-04-15 00:00:00,380457472760,m
917,Halyna,Yevdokymenko,Sambir,2012-09-04 00:00:00,380714696766,f
918,Fedir,Balanenko,Odesa,2010-03-16 00:00:00,380542292585,m
919,Mariia,Melko,Strii,2014-08-25 00:00:00,380685187022,f
920,Oleh,Romanchuko,Rivne,2014-12-27 00:00:00,380749929596,m
921,Halyna,Danylenko,Sambir,2013-03-30 00:00:00,380911716940,f
922,Andrii,Nesterenko,Sambir,2016-03-17 00:00:00,380290357450,m
923,Svitlana,Nesterenko,Sambir,2011-10-01 00:00:00,380475259473,f
924,Roman,Hrytsenko,Frankivsk,2007-01-25 00:00:00,380538041142,m
925,Kateryna,Balanenko,Strii,2008-06-01 00:00:00,380778176924,f
926,Vitalii,Antonenko,Strii,2013-12-02 00:00:00,380217609141,m
927,Svitlana,Tkachenko,Sambir,2016-08-25 00:00:00,380304919964,f
928,Pavlo,Hrytsenko,Sambir,2007-12-14 00:00:00,380265438721,m
929,Nataliia,Tkachenko,Dnipro,2016-07-02 00:00:00,380260690432,f
930,Andrii,Bilenko,Odesa,2008-02-23 00:00:00,380153883683,m
931,Larysa,Tkachenko,Strii,2014-03-25 00:00:00,380366393449,f
932,Pavlo,Romanchuko,Strii,2013-06-01 00:00:00,380584487574,m
933,Kateryna,Antonenko,Lviv,2007-02-23 00:00:00,380482150056,f
934,Fedir,Pavlenko,Rivne,2013-07-24 00:00:00,380021583018,m
935,Veronika,Nesterenko,Sambir,2012-01-25 00:00:00,380679664201,f
936,Pavlo,Balanenko,Lviv,2016-03-18 00:00:00,380690303259,m
937,Mariia,Ivanchenko,Lviv,2014-01-08 00:00:00,380633498454,f
938,Vitalii,Pavlenko,Frankivsk,2015-07-04 00:00:00,380263496276,m
939,Kateryna,Yevdokymenko,Odesa,2010-10-09 00:00:00,380691394607,f
940,Vitalii,Yevdokymenko,Rivne,2010-02-17 00:00:00,380492894017,m
941,Svitlana,Sydorenko,Frankivsk,2012-06-25 00:00:00,380818605999,f
942,Oleh,Nesterenko,Odesa,2016-03-03 00:00:00,380676348490,m
943,Svitlana,Kovalenko,Odesa,2007-11-16 00:00:00,380489483098,f
944,Vitalii,Nesterenko,Odesa,2011-07-17 00:00:00,380144711354,m
945,Halyna,Lysenko,Lviv,2014-08-28 00:00:00,380140449886,f
946,Oleh,Pavlenko,Kyiv,2008-10-12 00:00:00,380344908032,m
947,Halyna,Nesterenko,Lviv,2007-12-06 00:00:00,380744120374,f
948,Fedir,Hrytsenko,Sambir,2007-08-28 00:00:00,380652310616,m
949,Daryna,Sydorenko,Dnipro,2010-02-11 00:00:00,380501499580,f
950,Yevhen,Lysenko,Frankivsk,2011-11-13 00:00:00,380043084324,m
951,Nataliia,Yevdokymenko,Odesa,2011-01-19 00:00:00,380876953156,f
952,Fedir,Yevdokymenko,Lviv,2010-10-24 00:00:00,380086368981,m
953,Kateryna,Sydorenko,Rivne,2009-12-15 00:00:00,380119328235,f
954,Bohdan,Bilenko,Strii,2008-05-04 00:00:00,380460031189,m
955,Svitlana,Sydorenko,Odesa,2008-09-21 00:00:00,380223376257,f
956,Bohdan,Vasylchenko,Odesa,2011-12-26 00:00:00,380303908206,m
957,Svitlana,Yevdokymenko,Lviv,2008-03-17 00:00:00,380574729004,f
958,Pavlo,Kovalko,Rivne,2016-06-01 00:00:00,380499768819,m
959,Larysa,Pavlenko,Frankivsk,2011-02-18 00:00:00,380103429456,f
960,Vitalii,Oleksiyenko,Rivne,2010-03-02 00:00:00,380679040043,m
961,Kateryna,Oleksiyenko,Dnipro,2012-07-04 00:00:00,380127059725,f
962,Bohdan,Oleksiyenko,Lviv,2016-12-07 00:00:00,380740312935,m
963,Kateryna,Antonenko,Sambir,2008-01-02 00:00:00,380360499002,f
964,Yevhen,Tkachenko,Sambir,2013-05-22 00:00:00,380752537422,m
965,Mariia,Melko,Dnipro,2016-03-09 00:00:00,380482023875,f
966,Oleh,Oleksiyenko,Lviv,2015-11-02 00:00:00,380747746260,m
967,Larysa,Usenko,Lviv,2015-04-17 00:00:00,380022410455,f
968,Fedir,Hrytsenko,Frankivsk,2009-03-24 00:00:00,380105033296,m
969,Zhanna,Yevdokymenko,Sambir,2012-09-20 00:00:00,380700369653,f
970,Roman,Antonenko,Sambir,2007-08-16 00:00:00,380061948087,m
971,Veronika,Fedorenko,Rivne,2014-05-27 00:00:00,380095284979,f
972,Ivan,Oleksiyenko,Sambir,2012-06-26 00:00:00,380277186836,m
973,Veronika,Danylenko,Frankivsk,2008-03-05 00:00:00,380302536108,f
974,Fedir,Ivanchenko,Frankivsk,2015-10-06 00:00:00,380781601001,m
975,Svitlana,Oleksiyenko,Rivne,2012-10-01 00:00:00,380842775193,f
976,Roman,Lysenko,Rivne,2008-10-12 00:00:00,380392904161,m
977,Larysa,Bilenko,Strii,2011-04-25 00:00:00,380951656191,f
978,Vitalii,Balanenko,Frankivsk,2014-04-27 00:00:00,380468743112,m
979,Mariia,Balanenko,Lviv,2007-09-02 00:00:00,380824656988,f
980,Vitalii,Nesterenko,Odesa,2011-08-23 00:00:00,380235524600,m
981,Halyna,Ivanchenko,Dnipro,2009-03-16 00:00:00,380003949335,f
982,Fedir,Usenko,Lviv,2016-03-07 00:00:00,380141447372,m
983,Nataliia,Balanenko,Frankivsk,2015-03-30 00:00:00,380154308936,f
984,Ivan,Pavlenko,Sambir,2007-01-26 00:00:00,380708801702,m
985,Kateryna,Bilenko,Lviv,2007-02-02 00:00:00,380411562265,f
986,Fedir,Sydorenko,Odesa,2012-07-28 00:00:00,380014591530,m
987,Zhanna,Danylenko,Dnipro,2007-11-22 00:00:00,380425614955,f
988,Roman,Vasylchenko,Odesa,2011-01-26 00:00:00,380918109345,m
989,Larysa,Oleksiyenko,Kyiv,2016-03-01 00:00:00,380301576846,f
990,Andrii,Balanenko,Sambir,2007-05-24 00:00:00,380797108744,m
991,Kateryna,Kovalenko,Odesa,2009-06-20 00:00:00,380183580564,f
992,Andrii,Ivanchenko,Kyiv,2009-11-01 00:00:00,380218699931,m
993,Larysa,Tkachenko,Kyiv,2016-06-11 00:00:00,380128119845,f
994,Andrii,Tkachenko,Odesa,2007-06-25 00:00:00,380792034424,m
995,Larysa,Yevdokymenko,Lviv,2013-04-11 00:00:00,380128487024,f
996,Yevhen,Hrytsenko,Sambir,2012-03-12 00:00:00,380729840007,m
997,Kateryna,Usenko,Sambir,2014-06-21 00:00:00,380688538457,f
998,Ivan,Fedorenko,Dnipro,2009-10-21 00:00:00,380299567498,m
999,Daryna,Antonenko,Odesa,2012-02-02 00:00:00,380066663680,f
1000,Ivan,Nesterenko,Strii,2008-02-11 00:00:00,380764830198,m
1001,Svitlana,Fedorenko,Odesa,2012-04-11 00:00:00,380938734926,f
1002,Oleh,Kovalenko,Lviv,2008-09-10 00:00:00,380908546119,m
1003,Halyna,Antonenko,Lviv,2010-03-02 00:00:00,380161073935,f
1004,Ivan,Oleksiyenko,Dnipro,2014-12-04 00:00:00,380210489185,m
1005,Daryna,Antonenko,Lviv,2009-03-25 00:00:00,380345933479,f
1006,Oleh,Sydorenko,Strii,2011-04-13 00:00:00,380414573967,m
1007,Daryna,Hrytsenko,Frankivsk,2010-11-29 00:00:00,380829100535,f
1008,Pavlo,Fedorenko,Kyiv,2007-03-20 00:00:00,380914287886,m
1009,Mariia,Balanenko,Lviv,2011-09-28 00:00:00,380414335039,f
1010,Pavlo,Sydorenko,Strii,2015-08-03 00:00:00,380104684096,m
1011,Kateryna,Melko,Frankivsk,2011-07-22 00:00:00,380427672273,f
1012,Andrii,Danylenko,Kyiv,2009-11-27 00:00:00,380933362152,m
1013,Halyna,Nesterenko,Kyiv,2011-09-16 00:00:00,380586087044,f
1014,Oleh,Fedorenko,Strii,2015-02-02 00:00:00,380162278925,m
1015,Daryna,Romanchuko,Sambir,2013-10-31 00:00:00,380219896701,f
1016,Oleh,Oleksiyenko,Lviv,2010-03-03 00:00:00,380444934714,m
1017,Svitlana,Kovalko,Sambir,2016-01-21 00:00:00,380743590494,f
1018,Bohdan,Danylenko,Dnipro,2015-04-30 00:00:00,380310787044,m
1019,Mariia,Hrytsenko,Odesa,2008-11-23 00:00:00,380311301680,f
1020,Bohdan,Vasylchenko,Odesa,2015-12-29 00:00:00,380739741328,m
1021,Mariia,Balanenko,Kyiv,2014-12-12 00:00:00,380836409820,f
1022,Oleh,Usenko,Odesa,2012-10-17 00:00:00,380260804966,m
1023,Svitlana,Balanenko,Rivne,2007-03-31 00:00:00,380258300467,f
1024,Fedir,Melko,Rivne,2011-11-23 00:00:00,380047953488,m
1025,Kateryna,Melko,Rivne,2014-08-31 00:00:00,380529258676,f
1026,Andrii,Bilenko,Lviv,2009-08-30 00:00:00,380207813213,m
1027,Veronika,Sydorenko,Odesa,2010-04-01 00:00:00,380246260880,f
1028,Ivan,Tkachenko,Sambir,2011-07-14 00:00:00,380192236625,m
1029,Nataliia,Yevdokymenko,Frankivsk,2010-06-26 00:00:00,380181357535,f
1030,Roman,Usenko,Kyiv,2013-10-03 00:00:00,380069467686,m
1031,Nataliia,Hrytsenko,Lviv,2010-12-27 00:00:00,380668791172,f
1032,Pavlo,Kovalenko,Sambir,2013-11-04 00:00:00,380792467597,m
1033,Larysa,Fedorenko,Frankivsk,2012-05-08 00:00:00,380727350935,f
1034,Oleh,Kovalko,Dnipro,2010-05-19 00:00:00,380430452012,m
1035,Nataliia,Ivanchenko,Lviv,2012-01-28 00:00:00,380663796159,f
1036,Andrii,Sydorenko,Frankivsk,2014-04-18 00:00:00,380632234992,m
1037,Daryna,Kovalko,Frankivsk,2011-03-01 00:00:00,380400467863,f
1038,Bohdan,Ivanchenko,Kyiv,2012-09-25 00:00:00,380078444975,m
1039,Zhanna,Sydorenko,Lviv,2016-01-10 00:00:00,380089470397,f
1040,Roman,Oleksiyenko,Dnipro,2007-02-18 00:00:00,380830889603,m
1041,Mariia,Bilenko,Frankivsk,2015-07-22 00:00:00,380368173450,f
1042,Fedir,Usenko,Kyiv,2016-03-05 00:00:00,380434259131,m
1043,Daryna,Tkachenko,Rivne,2013-10-13 00:00:00,380068420876,f
1044,Oleh,Lysenko,Odesa,2013-08-01 00:00:00,380400226820,m
1045,Nataliia,Oleksiyenko,Strii,2016-06-13 00:00:00,380378549315,f
1046,Fedir,Kovalenko,Dnipro,2009-02-24 00:00:00,380790265463,m
1047,Halyna,Oleksiyenko,Lviv,2010-03-21 00:00:00,380544624870,f
1048,Fedir,Yevdokymenko,Sambir,2011-01-26 00:00:00,380334818343,m
1049,Nataliia,Antonenko,Frankivsk,2013-05-21 00:00:00,380249149448,f
1050,Fedir,Hrytsenko,Strii,2010-10-20 00:00:00,380157117068,m
1051,Daryna,Vasylchenko,Kyiv,2013-07-16 00:00:00,380510098690,f
1052,Bohdan,Fedorenko,Rivne,2014-08-28 00:00:00,380989062285,m
1053,Nataliia,Pavlenko,Odesa,2009-01-30 00:00:00,380871441857,f
1054,Roman,Hrytsenko,Sambir,2010-09-07 00:00:00,380555604446,m
1055,Daryna,Kovalko,Kyiv,2007-08-08 00:00:00,380065074375,f
1056,Ivan,Vasylchenko,Odesa,2013-08-18 00:00:00,380175838291,m
1057,Halyna,Yevdokymenko,Rivne,2009-01-26 00:00:00,380871762041,f
1058,Vitalii,Lysenko,Dnipro,2007-07-25 00:00:00,380305907313,m
1059,Daryna,Lysenko,Kyiv,2013-02-13 00:00:00,380493477802,f
1060,Yevhen,Romanchuko,Kyiv,2011-05-06 00:00:00,380057711375,m
1061,Svitlana,Fedorenko,Lviv,2007-06-25 00:00:00,380780128391,f
1062,Roman,Balanenko,Dnipro,2013-12-06 00:00:00,380834498490,m
1063,Kateryna,Melko,Rivne,2016-06-21 00:00:00,380699338784,f
1064,Yevhen,Sydorenko,Lviv,2009-03-24 00:00:00,380356153310,m
1065,Veronika,Romanchuko,Odesa,2008-10-18 00:00:00,380494154057,f
1066,Fedir,Sydorenko,Odesa,2009-02-06 00:00:00,380197985463,m
1067,Daryna,Kovalko,Lviv,2012-06-29 00:00:00,380431274240,f
1068,Ivan,Tkachenko,Kyiv,2013-06-22 00:00:00,380540786289,m
1069,Zhanna,Romanchuko,Kyiv,2009-03-08 00:00:00,380413402502,f
1070,Pavlo,Bilenko,Kyiv,2012-04-13 00:00:00,380808371409,m
1071,Larysa,Bilenko,Odesa,2014-06-22 00:00:00,380513119617,f
1072,Bohdan,Yevdokymenko,Strii,2007-10-20 00:00:00,380924881784,m
1073,Halyna,Pavlenko,Rivne,2013-01-02 00:00:00,380552225672,f
1074,Roman,Melko,Rivne,2013-05-11 00:00:00,380577989804,m
1075,Larysa,Bilenko,Dnipro,2013-08-27 00:00:00,380249840573,f
1076,Roman,Pavlenko,Kyiv,2011-02-18 00:00:00,380172022301,m
1077,Veronika,Nesterenko,Dnipro,2007-07-01 00:00:00,380184973122,f
1078,Roman,Romanchuko,Frankivsk,2010-04-13 00:00:00,380420858732,m
1079,Mariia,Nesterenko,Odesa,2012-04-10 00:00:00,380781102614,f
1080,Pavlo,Lysenko,Kyiv,2011-09-03 00:00:00,380899504389,m
1081,Zhanna,Antonenko,Lviv,2011-03-27 00:00:00,380487563625,f
1082,Oleh,Danylenko,Sambir,2009-02-25 00:00:00,380898307047,m
1083,Mariia,Tkachenko,Odesa,2014-01-22 00:00:00,380286105643,f
1084,Oleh,Pavlenko,Lviv,2016-12-18 00:00:00,380060835330,m
1085,Larysa,Kovalenko,Strii,2009-11-19 00:00:00,380422906349,f
1086,Fedir,Nesterenko,Rivne,2014-07-21 00:00:00,380618269431,m
1087,Larysa,Romanchuko,Odesa,2014-09-03 00:00:00,380850250595,f
1088,Fedir,Nesterenko,Frankivsk,2011-01-30 00:00:00,380766337873,m
1089,Nataliia,Fedorenko,Strii,2016-02-07 00:00:00,380521679319,f
1090,Bohdan,Kovalko,Rivne,2015-08-12 00:00:00,380476947547,m
1091,Svitlana,Vasylchenko,Sambir,2012-07-15 00:00:00,380312763457,f
1092,Andrii,Melko,Sambir,2010-02-21 00:00:00,380565917827,m
1093,Kateryna,Bilenko,Kyiv,2013-03-10 00:00:00,380347462422,f
1094,Bohdan,Fedorenko,Kyiv,2008-04-11 00:00:00,380599385387,m
1095,Svitlana,Usenko,Frankivsk,2011-04-12 00:00:00,380925769801,f
1096,Fedir,Usenko,Rivne,2011-02-01 00:00:00,380545957323,m
1097,Nataliia,Nesterenko,Strii,2011-11-10 00:00:00,380472234639,f
1098,Pavlo,Vasylchenko,Dnipro,2012-10-27 00:00:00,380714622090,m
1099,Nataliia,Oleksiyenko,Dnipro,2007-01-08 00:00:00,380105700288,f
1100,Roman,Antonenko,Odesa,2013-02-24 00:00:00,380217022712,m
1101,Daryna,Yevdokymenko,Sambir,2010-03-04 00:00:00,380883384456,f
1102,Yevhen,Pavlenko,Kyiv,2013-10-21 00:00:00,380284262637,m
1103,Zhanna,Romanchuko,Strii,2013-10-09 00:00:00,380684712327,f
1104,Fedir,Oleksiyenko,Kyiv,2014-02-28 00:00:00,380124817946,m
1105,Nataliia,Ivanchenko,Frankivsk,2010-12-26 00:00:00,380327399137,f
1106,Roman,Melko,Frankivsk,2007-12-11 00:00:00,380997553001,m
1107,Svitlana,Antonenko,Strii,2012-03-12 00:00:00,380563699226,f
1108,Andrii,Danylenko,Frankivsk,2010-07-13 00:00:00,380656652125,m
1109,Halyna,Pavlenko,Strii,2016-09-12 00:00:00,380911498664,f
1110,Bohdan,Danylenko,Kyiv,2007-07-24 00:00:00,380148522450,m
1111,Nataliia,Nesterenko,Strii,2007-11-12 00:00:00,380716515845,f
1112,Oleh,Balanenko,Frankivsk,2010-08-08 00:00:00,380686932201,m
1113,Larysa,Balanenko,Sambir,2015-04-03 00:00:00,380286533230,f
1114,Bohdan,Usenko,Kyiv,2016-08-10 00:00:00,380392116897,m
1115,Svitlana,Fedorenko,Strii,2013-07-28 00:00:00,380832475446,f
1116,Bohdan,Danylenko,Frankivsk,2008-11-16 00:00:00,380356906014,m
1117,Halyna,Sydorenko,Rivne,2013-09-24 00:00:00,380607008918,f
1118,Andrii,Ivanchenko,Odesa,2008-03-25 00:00:00,380505074103,m
1119,Veronika,Oleksiyenko,Odesa,2014-09-11 00:00:00,380019647614,f
1120,Fedir,Sydorenko,Lviv,2013-12-05 00:00:00,380140660274,m
1121,Svitlana,Yevdokymenko,Rivne,2012-01-28 00:00:00,380267316139,f
1122,Ivan,Romanchuko,Lviv,2016-09-20 00:00:00,380307116639,m
1123,Larysa,Lysenko,Sambir,2012-12-02 00:00:00,380301481694,f
1124,Roman,Romanchuko,Lviv,2016-05-28 00:00:00,380515853988,m
1125,Mariia,Nesterenko,Rivne,2011-05-23 00:00:00,380152359114,f
1126,Andrii,Pavlenko,Odesa,2016-10-08 00:00:00,380257366429,m
1127,Svitlana,Vasylchenko,Lviv,2013-02-23 00:00:00,380902883979,f
1128,Yevhen,Balanenko,Odesa,2008-12-21 00:00:00,380820748415,m
1129,Veronika,Melko,Lviv,2013-04-29 00:00:00,380110793384,f
1130,Andrii,Vasylchenko,Kyiv,2009-07-21 00:00:00,380324274961,m
1131,Veronika,Sydorenko,Dnipro,2016-12-24 00:00:00,380410410012,f
1132,Fedir,Vasylchenko,Lviv,2012-08-06 00:00:00,380367546561,m
1133,Larysa,Romanchuko,Lviv,2014-07-26 00:00:00,380833622257,f
1134,Oleh,Danylenko,Dnipro,2016-03-31 00:00:00,380242881610,m
1135,Kateryna,Usenko,Dnipro,2014-03-24 00:00:00,380832507531,f
1136,Roman,Hrytsenko,Rivne,2007-01-27 00:00:00,380548464299,m
1137,Kateryna,Tkachenko,Strii,2016-10-02 00:00:00,380938544759,f
1138,Oleh,Usenko,Dnipro,2012-04-22 00:00:00,380301332427,m
1139,Svitlana,Melko,Dnipro,2016-01-01 00:00:00,380469493030,f
1140,Bohdan,Yevdokymenko,Dnipro,2014-05-18 00:00:00,380403341391,m
1141,Svitlana,Fedorenko,Sambir,2010-07-25 00:00:00,380002619861,f
1142,Roman,Usenko,Dnipro,2011-07-09 00:00:00,380259395539,m
1143,Zhanna,Kovalenko,Rivne,2012-04-21 00:00:00,380138290986,f
1144,Yevhen,Nesterenko,Odesa,2008-06-25 00:00:00,380030927085,m
1145,Daryna,Fedorenko,Rivne,2011-06-25 00:00:00,380001416696,f
1146,Roman,Tkachenko,Strii,2011-09-13 00:00:00,380054518792,m
1147,Halyna,Kovalko,Dnipro,2009-01-15 00:00:00,380937177792,f
1148,Yevhen,Usenko,Frankivsk,2008-10-15 00:00:00,380955988066,m
1149,Zhanna,Sydorenko,Odesa,2012-06-12 00:00:00,380214863378,f
1150,Pavlo,Ivanchenko,Frankivsk,2009-10-28 00:00:00,380527974287,m
1151,Halyna,Lysenko,Sambir,2010-01-23 00:00:00,380723539879,f
1152,Oleh,Fedorenko,Lviv,2009-07-27 00:00:00,380220841070,m
1153,Halyna,Kovalko,Frankivsk,2009-10-29 00:00:00,380029641868,f
1154,Pavlo,Nesterenko,Lviv,2015-01-02 00:00:00,380065676860,m
1155,Veronika,Tkachenko,Strii,2008-07-31 00:00:00,380427466580,f
1156,Ivan,Vasylchenko,Rivne,2008-03-23 00:00:00,380695332490,m
1157,Zhanna,Vasylchenko,Dnipro,2011-11-17 00:00:00,380056882646,f
1158,Oleh,Romanchuko,Kyiv,2015-05-04 00:00:00,380966445190,m
1159,Nataliia,Antonenko,Rivne,2009-11-12 00:00:00,380357085725,f
1160,Andrii,Fedorenko,Dnipro,2010-09-10 00:00:00,380468080165,m
